regulator,p_adj,n_overlap,overlap_genes
PPBP,2.7015492218515203e-37,103,"ACE2,ALOX12,APOBEC3A,APOBEC3B,APOBEC3F,APOBEC3G,APOL1,B2M,BMP2,BST2,BTN3A1,BTN3A2,BTN3A3,C1R,C1S,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFB,CFH,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,GBP1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-E,ICAM1,IDO1,IFI30,IFI44,IFIT2,IFIT3,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LAMP3,LY96,LYN,MICB,MMP1,MMP10,MX1,MYD88,NCF2,NFKBIA,OAS1,OAS2,OASL,PDCD1LG2,PDPN,PLAUR,PRDM1,PROCR,PROS1,PSMB8,PSMB9,PTGS2,RELB,RSAD2,SAA1,SAA2,SERPINB1,SERPING1,SOCS1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFSF10,ULBP2,VEGFC"
IL16,7.890035119855065e-37,100,"ACE2,ACSL5,ARHGAP25,B2M,BIRC3,CALCOCO2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CIITA,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,GBP1,GBP2,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFI30,IFI44,IFI6,IFIT2,IFIT3,IFIT5,IFITM1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,ISG15,ISG20,JAK2,KLF6,LMO2,LY96,LYN,MBP,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NCF2,NFKBIA,OAS1,OAS2,OAS3,OASL,PDCD1LG2,PDZD2,PLAUR,PSMB9,PTGS2,RELB,RIPK1,RIPK2,SAA1,SAA2,SOCS1,STAT1,STAT2,STAT3,TAPBP,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,VEGFC,XAF1"
CCL4L2,1.0490934702964226e-36,71,"ATF3,B2M,BIRC3,CADM1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFB,CIITA,CLEC2B,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,GBP1,GBP2,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DRA,HLA-DRB1,HLA-DRB5,ICAM1,IDO1,IFI44,IFI44L,IFI6,IFIH1,IFIT2,IFIT3,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OASL,PDCD1LG2,PLAUR,PRDM1,PSME2,PTGS2,RSAD2,STAT1,STAT2,STAT3,TBC1D3H,TCIRG1,TGFA,TLR2,TLR3,TNFAIP3,TNFSF10"
TNFSF9,4.4670306869290926e-36,74,"B2M,BAK1,BHLHE40,BIRC3,BTN3A1,CCL2,CCL5,CCL7,CD40,CD47,CD74,CEACAM1,CFLAR,CLCF1,CLU,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DUSP10,FAP,HLA-A,HLA-B,HLA-C,HLA-DPA1,HLA-DRA,HLA-E,HLA-G,ICAM1,IDO1,IFI35,IFI44,IFIH1,IFIT2,IFIT3,IL15,IL15RA,IL1B,IL1R2,IRF1,IRF7,ISG15,ISG20,LY75,MAP3K8,MICB,MMP10,MUC1,MX1,MYD88,NFKBIA,NFKBIE,OASL,OCLN,PDCD1LG2,PRDM1,PSMB9,PTGS2,QPCT,RELB,RRAD,SOCS1,STAT1,STAT3,TAPBP,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,ULBP2"
SECTM1,2.9214241429804423e-34,54,"ADAMTSL4,AIM2,APOL1,APOL6,B2M,BST2,BTN3A3,C1RL,CASP1,CCL8,CD74,CFB,CIR1,CXCL10,CXCL11,CXCL9,ETV7,GBP1,GBP2,GCH1,IFI16,IFI27,IFI6,IFIH1,IFIT2,IFITM1,IFITM2,IL15,IL15RA,IRF1,IRF7,ISG15,KRT31,KRT34,MVP,NDRG1,OAS1,OAS3,OASL,PLSCR1,PSMB9,RHBDF2,RSAD2,RTP4,SERPINB6,SERPING1,STAT1,TAP1,TBC1D9,TCIRG1,TNFAIP2,TNFSF10,TYMP,UBD"
IL24,9.89722757279016e-34,78,"ANGPTL4,ATF3,B2M,BIRC3,BMP2,C3,CASP1,CASP4,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFLAR,CLCF1,CLU,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FAP,HBEGF,ICAM1,IDO1,IFI44,IFI6,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,KLF6,MAP3K8,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,OAS1,OASL,PDCD1LG2,PDGFRA,PLAUR,PMAIP1,PPP1R15A,PRDM1,PROCR,PTGS2,S100A7,SOCS1,SPHK1,STAT1,STAT2,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFSF10,XAF1,ZC3H12A"
CCL11,7.52038451540031e-33,90,"ACE2,ADAM8,AIM2,B2M,BST2,C3,CADM1,CASP1,CCL2,CCL5,CCL8,CD40,CD47,CD74,CDCP1,CFH,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,FAP,HBEGF,HLA-A,HLA-B,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HRH1,ICAM1,IDO1,IFI44,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,LY96,LYN,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS2,OCLN,PDCD1LG2,PDGFRA,PDPN,PHF11,PLAUR,PTGS2,RELB,RIPK2,SAA1,SAA2,SERPING1,SMAD7,SOCS1,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,VEGFC"
CCL13,1.4219061897001304e-32,75,"B2M,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CDCP1,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,GBP1,GBP2,HBEGF,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HSD11B1,ICAM1,IDO1,IFI27,IFI44,IFI6,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,ISG15,ISG20,JAK2,LAMP3,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OASL,PDCD1LG2,PLAUR,PTGS2,QPCT,RARRES1,RTP4,S100A7,SAA1,SAA2,SLC2A6,SOCS1,STAT1,STAT3,TAPBP,TGFA,TLR2,TLR3,TNFRSF14,TNFSF10,VEGFC"
CCL21,2.271543929809348e-32,101,"ACE2,ACP5,ATF3,B2M,BLNK,BST2,C1R,C1S,C3,CADM1,CASP1,CCL2,CCL5,CCL8,CD40,CD47,CD74,CIITA,CLU,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,EFNB2,FAP,HBEGF,HLA-A,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,HLA-G,ICAM1,IDO1,IFI27,IFI6,IFIH1,IFIT3,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,KRT8,LAMP3,LGALS8,LMO2,LY75,LY96,LYN,MBP,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NFKBIA,OAS1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PRDM1,PTGS2,RELB,RSAD2,SAA1,SAA2,SERPINB9,SH3BP2,SOCS1,SPHK1,STAT1,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP2,TRIM21,UBD,VEGFC"
TNFSF11,4.243506976645492e-32,127,"ACE2,ACP5,ADAM8,AIM2,ANGPTL4,ATF3,B2M,BIRC3,BLNK,BMP2,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEBPD,CFLAR,CIITA,CLCA2,CLCF1,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,CYP27B1,EDN1,EFNB2,ERAP1,FAP,HBEGF,HDAC9,HLA-DRB1,HSD11B1,ICAM1,ID1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,IRX5,ISG15,JAK2,JUNB,KLF4,KRT8,LY75,LY96,LYN,MAFB,MAP3K8,MARCKSL1,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,NFKBIE,NRG1,OCLN,PANX1,PCDH7,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLOD2,PRDM1,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RAB27A,RBCK1,RELB,RIPK1,RIPK2,SAA1,SAA2,SH3BP2,SMAD7,SMURF1,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,STEAP4,TCIRG1,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRADD,UBD,VEGFC"
IL17F,1.080937611602918e-31,83,"ACE2,ACP5,B2M,C1GALT1C1,C3,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CEBPD,CIITA,CLDN7,CREM,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,ERAP1,HLA-B,HLA-C,HLA-DQB1,HLA-DRB1,HLA-G,ICAM1,IDO1,IFI6,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,ISG15,ISG20,JAK2,JUNB,LY96,MAP3K8,MBP,MMP1,MMP10,MUC1,MX1,MYD88,NFKBIA,OASL,OCLN,PDCD1LG2,PDPN,PRDM1,PRKD2,PTGS2,RELB,RIPK2,RSAD2,RTP4,S100A7,SAA1,SAA2,SMAD7,SOCS1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,ZC3H12A"
TNFSF8,1.154948863982483e-31,84,"ADAM8,B2M,BAK1,BIRC3,C3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL8,CD40,CD47,CD74,CFLAR,CIITA,CREM,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,GBP1,GBP2,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-E,ICAM1,IDO1,IFI16,IFIH1,IFIT2,IFIT3,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,JAK2,LY96,MX1,MX2,MYD88,NCF2,NFKBIA,NFKBIE,OAS2,OASL,OCLN,PDCD1LG2,PRDM1,PROCR,PSMB10,PTGS2,RELB,RIPK2,RSAD2,STAT1,STAT3,TAP1,TAPBP,TLR2,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TP53BP2,TRADD,ULBP2"
IL11,1.2168301895201124e-31,97,"ACP5,ANGPTL4,ATF3,B2M,BIRC3,BMP2,C3,CASP1,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CEBPD,CFLAR,CLCF1,CLU,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,EDNRA,EFNB2,FAP,GSDMB,HBEGF,HDAC9,HLA-G,ICAM1,ID1,IDO1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,KLF4,KRT19,KRT8,LMO2,LYN,MAP3K8,MMP1,MMP10,MUC1,MX1,MX2,MYD88,NEDD9,NFKBIA,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLSCR1,PLSCR4,PPP1R15A,PROCR,PTGS2,RELB,RRAD,SAA1,SAA2,SMAD7,SMURF1,SOCS1,SPHK1,STAT1,STAT2,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFSF10,TRADD,VEGFC"
TNFSF12,1.3354432346529335e-31,82,"ADAM8,B2M,BIRC3,BNIP3,CASP1,CASP10,CASP4,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CDCP1,CFLAR,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYLD,EDN1,GBP2,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DRB1,ICAM1,IDO1,IFI16,IFI27,IFIH1,IL10RB,IL15,IL1B,IL32,IRF1,IRF7,JAK2,KLF4,KRT19,LY96,LYN,MMP1,MX1,MYD88,NFKBIA,NFKBIE,OAS2,PDCD1LG2,PSMB10,PSMB8,PSMB9,PSME1,PSME2,PTGS2,RELB,RIPK1,RIPK2,SAA1,SERPINB1,SOCS1,STAT1,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TRADD,VEGFC"
SPP1,1.9730424047319855e-30,136,"ACE2,ACP5,ADAM8,ANGPTL4,ATF3,B2M,BHLHE40,BIRC3,BLNK,BMP2,BNIP3,BTN2A2,BTN3A3,C1R,C1S,C3,CA2,CADM1,CALM3,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CEACAM6,CEBPD,CFB,CFH,CFLAR,CLDN7,CLU,CTNNBL1,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,CYP27B1,DEFB1,EDN1,EDNRA,EFNB2,FAP,FUT2,GOLM1,GSDMD,HBEGF,HDAC9,HLA-G,HSD11B1,HSD17B2,ICAM1,ID1,IDO1,IFITM1,IL15,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,JAK2,JUNB,KLF4,KLF6,KLK10,KRT19,KRT8,LAP3,LGALS3BP,LGALS8,LGMN,LIMK1,LY96,LYN,MAFB,MAP2,MBP,MMP1,MMP10,MUC1,MX1,MXRA5,MYD88,NCF2,NDRG1,NFKBIA,NNMT,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLOD2,PML,PROCR,PROS1,PTGS2,RARRES1,RELB,RHOB,SAA1,SAA2,SERPING1,SLC2A3,SMAD7,SMURF1,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TCIRG1,TGFA,TLR2,TLR3,TNC,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNS1,TYMP,VEGFC"
TNFSF4,2.419756639869616e-30,82,"B2M,BST2,CADM1,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM1,CFB,CFLAR,CIITA,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,FAP,GTPBP1,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-DRB5,HLA-E,HLA-G,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF2,IRF7,JAK2,LAMP3,LY75,LY96,LYN,MICB,MMP1,MMP10,MUC1,MX1,MYD88,NCF2,NFKBIA,PDCD1LG2,PDGFRA,PDPN,PRDM1,PSMB9,PTGS2,RELB,SOCS1,STAT1,STAT2,STAT3,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,VEGFC"
IL36G,1.3544415645616956e-29,65,"CASP1,CASP4,CBR3,CCL2,CCL5,CCL7,CCL8,CD40,CRCT1,CTSS,CXCL10,CXCL11,CXCL2,CXCL9,CYP27B1,DEFB1,EDN1,GSDMD,HBEGF,HLA-C,ICAM1,IDO1,IFI27,IFI6,IFIH1,IFIT3,IFITM1,IL10RB,IL15,IL1B,IL1R2,IL22RA1,IL32,IRF1,ISG15,LAMP3,LY96,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,OAS1,OAS2,OAS3,OASL,PLAUR,PSMB9,PTGS2,RELB,RSAD2,S100A7,SAA1,SAA2,STAT1,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP2,TNFAIP3,TNIP1,ZC3H12A"
TNFSF15,5.602069664349868e-29,78,"ANGPTL4,ATF3,B2M,BIRC3,BLZF1,CASP1,CASP10,CCL2,CCL5,CCL7,CCL8,CD40,CEBPD,CFB,CFLAR,CIITA,CLCF1,CTSC,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,ERAP1,ERAP2,FUT2,GSDMB,HLA-B,HLA-C,HLA-DQB1,HLA-DRA,HLA-DRB1,ICAM1,IDO1,IFIH1,IFIT2,IFIT3,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IRF1,ISG15,JAK2,MMP1,MMP10,MX1,MX2,MYD88,NFKBIA,PDCD1LG2,PRDM1,PTGS2,RELB,RIPK1,RIPK2,RPS6KA4,SMAD7,SOCS1,STAT1,STAT2,STAT3,TINF2,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFAIP8,TNFRSF14,TNFRSF25,TNFSF10,TRADD,VEGFC,ZC3H12A"
TNFSF13,2.722627995375858e-28,66,"ADAM8,APOL1,C1GALT1C1,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD74,CFH,CFHR1,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DSC2,HLA-A,HLA-B,HLA-C,HLA-DMA,HLA-DMB,HLA-DPA1,HLA-DQB1,HLA-DRA,HLA-DRB1,HLA-F,ICAM1,IDO1,IFI30,IFI44,IL10RB,IL15,IL15RA,IL1B,IL1R2,IL32,IRF1,IRF7,ISG15,LYN,MICB,MMP1,MX1,MYD88,NCF2,OAS2,PDCD1LG2,PRDM1,PSMB8,PSME1,SLC15A3,STAT1,STAT3,TAPBP,TLR2,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TNIP1,TYMP,VLDLR"
OSM,6.529709102182535e-28,87,"ACP5,ADAM8,ANGPTL4,ATF3,B2M,BMP2,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CDCP1,CEBPD,CFLAR,CLCF1,CLDN7,CPM,CTSB,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,FAP,HBEGF,HLA-DRA,ICAM1,IDO1,IFI35,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,JUNB,KLF4,KRT19,KRT8,LYN,MAP3K8,MMP1,MMP10,MX1,MYD88,NCF2,NFKBIA,NNMT,NRG1,OCLN,PDGFRA,PDPN,PLAUR,PPP1R15A,PTGS2,RELB,S100A7,SAA1,SAA2,SLC2A14,SLC2A3,SMAD7,SOCS1,SOD2,SORT1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TMC6,TNFAIP3,TNFSF10,TYMP,VEGFC"
TSLP,1.69659769824954e-26,79,"AIM2,B2M,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CLDN7,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,EDNRA,FUT2,GSDMB,HBEGF,HLA-DQB1,HLA-DRB1,HLA-G,HRH1,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,JAK2,KLF4,LAMP3,LMO2,LY75,LY96,LYN,MMP1,MUC1,MX1,MYD88,NFKBIA,OCLN,PDCD1LG2,PDGFRA,PDPN,PHF11,PRDM1,PTGS2,RELB,RIPK2,S100A7,SAA1,SAA2,SERPINB1,SERPINB6,SOCS1,STAT1,STAT2,STAT3,TGFA,TGM1,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,VEGFC"
IL3,3.685087618764988e-26,101,"ACE2,ACP5,APOL6,ATF3,B2M,BIRC3,BLNK,BMP2,BST2,C3,CA2,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEBPD,CFLAR,CIITA,CLCF1,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,EDN1,EFNB2,ELF4,HBEGF,HLA-A,HLA-B,HLA-DRB1,HLA-E,HLA-G,HRH1,ICAM1,ID1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF2,IRF7,ISG15,JAK2,KLF4,LMO2,LY75,LY96,LYN,MAFB,MBP,MICB,MMP1,MUC1,MX1,MYD88,NFKBIA,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PROCR,PTGS2,RELB,SAA1,SAA2,SLC44A4,SOCS1,SOCS6,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,TRADD,VEGFC"
AREG,6.031921888782953e-25,102,"ACE2,ADAM8,ANGPTL4,ATF3,B2M,BHLHE40,BIRC3,BMP2,C3,CADM1,CALML3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CEACAM6,CLCF1,CLDN7,CREM,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DUSP10,EDN1,FAP,FUT2,GPRC5A,HBEGF,ICAM1,ID1,IDO1,IFI27,IFI6,IFIH1,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,ISG15,JAK2,JUNB,KLF4,KLF6,KLK10,KRT19,KRT8,MAP3K8,MMP1,MMP10,MUC1,MX1,MYD88,NAPA,NCF2,NFKBIA,NRG1,OCLN,PDCD1LG2,PDGFRA,PDPN,PLAUR,PMAIP1,PRDM1,PTGS2,RAB27A,RELB,RHBDF2,RHOB,S100A7,SAA1,SEC24A,SERPINB1,SLC2A3,SMAD7,SOCS1,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF25,TNFSF10,VAMP8,VEGFC"
PF4,9.333611544461811e-25,83,"ACE2,ADAM8,ALOX12,APOBEC3A,APOBEC3G,B2M,BLZF1,BMP2,C1R,C1S,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFB,CFH,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,FAP,HBEGF,HLA-DRA,HLA-DRB1,ICAM1,IDO1,IFIT3,IL12RB2,IL15,IL1B,IL1R2,IRF1,IRF7,ISG15,ISG20,JAK2,KLF4,LMO2,LY96,LYN,MMP1,MUC1,MX1,MYD88,NCF2,NDST2,NFKBIA,PDGFRA,PDPN,PLAGL2,PLAUR,PPP1R15A,PROCR,PROS1,PTGS2,SAA1,SAA2,SERPINB1,SERPING1,SOCS1,STAT1,STAT3,TGFA,TICAM1,TLR2,TLR3,TNFSF10,TRIM21,TYMP,VAMP8,VEGFC"
IL9,2.1654003188411174e-24,76,"ACE2,B2M,C3,CASP1,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CFLAR,CLCF1,CLDN7,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,DEFB1,EDN1,HBEGF,HLA-A,HLA-B,HLA-C,HLA-DRB1,HLA-E,HLA-G,HRH1,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL1R2,IL22RA1,IL32,IRF1,IRF7,JAK2,LY96,LYN,MBP,MMP1,MUC1,MX1,MYD88,NFKBIA,OCLN,PDCD1LG2,PDGFRA,PRDM1,PTGS2,RELB,RIPK1,S100A7,SAA1,SAA2,SERPINB1,SMAD7,SOCS1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP3,TNFRSF14,TNFRSF25,TNFSF10,TRADD,VEGFC"
IL23A,2.3922101504668814e-24,58,"B2M,BIRC3,CASP1,CCL2,CCL5,CCL7,CD40,CD47,CLCF1,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,ERAP1,HBEGF,HLA-B,ICAM1,IDO1,IFIH1,IL10RB,IL12RB2,IL15,IL15RA,IL1B,IL22RA1,IRF1,IRF7,JAK2,LAMP3,LY75,MBP,MMP1,MTMR11,MX1,MYD88,NFKBIA,NFKBIE,PDGFRA,PTGS2,RELB,RIPK2,S100A7,SAA1,SAA2,SBNO2,SOCS1,STAT1,STAT2,STAT3,TLR2,TLR3,TMEM40,TNFAIP3,TNFRSF25,TNIP1,TRIM21,ZC3H12A"
TGFB2,1.0914261822551871e-23,118,"ACP5,ANGPTL4,ATF3,B2M,BIRC3,BMP2,C1R,C1S,C3,CADM1,CALM3,CALML3,CASP1,CASP7,CCL2,CCL5,CCL7,CCL8,CD40,CD47,CD74,CFB,CFH,CLCF1,CLDN7,CLU,CTSB,CTSC,CTSS,CX3CL1,CXCL10,CXCL11,CXCL2,CXCL9,CYP1B1,DEFB1,DSC2,DUSP10,EDN1,EDNRA,EFNB2,ERAP1,FAP,FERMT2,FLNB,FZD5,HBEGF,HDAC9,HLA-A,HLA-DPA1,HLA-DRB5,HLA-E,HLA-G,ICAM1,ID1,IDO1,IL10RB,IL12RB2,IL15,IL1B,IL1R2,IL32,IRF1,IRF7,ITPKC,JAK2,KLF4,KLF6,KRT19,KRT8,LIMK1,LYN,MBP,MMP1,MMP10,MUC1,MX1,MYD88,NDRG1,NEDD9,NFKBIA,NNMT,NRG1,OCLN,PCDH7,PDCD1LG2,PDGFRA,PDPN,PLAUR,PLOD2,PRDM1,PROS1,PTGS2,RELB,RHOB,RIPK1,RIPK2,RRAD,SAA1,SAA2,SBNO2,SLC2A3,SMAD7,SMURF1,SOCS1,SOD2,SPHK1,STAT1,STAT2,STAT3,TGFA,TLR2,TLR3,TNFAIP2,TNFAIP3,TNFSF10,TP53BP2,VEGFC"
