Id	log2FoldChange	padj
ENSG00000176170	1.26	1.21039688269758e-18
ENSG00000176177	1.532	7.30303956235728e-24
ENSG00000176386	1.187	1.36521476827956e-50
ENSG00000176571	1.846	6.36207720822465e-08
ENSG00000176788	1.824	1.25257500351083e-44
ENSG00000176797	2.306	3.87217810256546e-13
ENSG00000176907	1.718	3.63093089229315e-42
ENSG00000177105	2.116	2.58480010660349e-68
ENSG00000177243	1.928	1.18593568873791e-05
ENSG00000177257	3.534	0.000137832801956723
ENSG00000177272	3.599	2.6206259059924e-104
ENSG00000177409	4.502	1.65666316904808e-129
ENSG00000177455	1.505	4.41750649748499e-15
ENSG00000177464	2.535	2.57633665968471e-101
ENSG00000177542	1.585	2.92577525962214e-65
ENSG00000177575	2.784	3.10185246225444e-72
ENSG00000177613	1.09	1.0271854061764e-61
ENSG00000177663	1.499	3.14335202757458e-73
ENSG00000177669	1.333	5.01550312203721e-12
ENSG00000177674	1.203	5.26091258046042e-29
ENSG00000177721	2.239	2.1328978101989e-62
ENSG00000177807	1.253	7.00271133101596e-09
ENSG00000177885	1.387	4.44298278883935e-78
ENSG00000177989	2.365	1.01586180595676e-91
ENSG00000178015	1.034	2.06753475519645e-09
ENSG00000178127	1.207	7.46608786808758e-66
ENSG00000178172	2.1	1.16471235722596e-05
ENSG00000178175	2.567	7.2875736785716e-67
ENSG00000178199	1.698	5.38967346628932e-44
ENSG00000178217	2.019	2.56795613468705e-18
ENSG00000178562	3.722	6.41749789261808e-125
ENSG00000178623	1.084	4.1182668171747e-21
ENSG00000178685	2.079	5.86601046919255e-60
ENSG00000178719	1.538	1.41740648620347e-47
ENSG00000178732	1.259	2.11304678709035e-14
ENSG00000178752	1.621	1.31750283344374e-21
ENSG00000178789	2.24	8.48934152753923e-45
ENSG00000178860	2.12	3.71992644694915e-71
ENSG00000178882	1.789	7.80761236403098e-23
ENSG00000178927	1.744	1.54803756804385e-70
ENSG00000178965	1.543	3.06132437909881e-09
ENSG00000179021	1.507	5.94602187240678e-38
ENSG00000179044	1.078	7.37862311414382e-21
ENSG00000179088	2.241	1.2998287529883e-10
ENSG00000179144	2.72	1.57974669561953e-106
ENSG00000179165	2.834	7.94674973084842e-38
ENSG00000179218	2.062	6.37030974038825e-124
ENSG00000179331	4.459	3.75873735354015e-95
ENSG00000179344	3.065	3.65223667067794e-14
ENSG00000179399	1.136	3.95601149375835e-06
ENSG00000179583	2.705	2.81667115443432e-146
ENSG00000179674	3.348	5.44573807418911e-21
ENSG00000179715	1.94	5.32053938667959e-57
ENSG00000179750	2.351	3.41645553806157e-25
ENSG00000179817	1.354	0.00513481862400898
ENSG00000179820	1.137	2.07062395928829e-44
ENSG00000179826	1.966	2.56185973476304e-09
ENSG00000179921	1.539	3.36343982722085e-26
ENSG00000179934	1.22	2.80067123616598e-14
ENSG00000180061	2.962	1.1221037058704e-51
ENSG00000180096	2.313	5.02809049550738e-70
ENSG00000180340	2.532	3.68681151656068e-57
ENSG00000180353	3.331	7.52043680203847e-148
ENSG00000180370	1.099	5.45670033130354e-36
ENSG00000180448	2.455	7.90661149062488e-81
ENSG00000180549	3.238	2.89559822979521e-58
ENSG00000180611	1.009	2.08149049019546e-26
ENSG00000180616	1.673	1.41003384046515e-48
ENSG00000180644	5.352	2.81667115443432e-146
ENSG00000180817	2.214	3.0754634082414e-89
ENSG00000180871	1.253	1.58582396775965e-33
ENSG00000180914	1.562	2.75769259576555e-18
ENSG00000181023	1.536	1.17043433288431e-07
ENSG00000181026	1.607	4.59700787064004e-77
ENSG00000181036	3.415	2.64173861024587e-103
ENSG00000181074	1.683	1.17973863003272e-23
ENSG00000181109	2.648	8.98637896825254e-12
ENSG00000181143	2.627	2.32467829430344e-30
ENSG00000181215	2.534	2.66072102468652e-24
ENSG00000181333	4.248	3.50067490076185e-49
ENSG00000181374	2.199	1.53339643134166e-50
ENSG00000181381	3.06	3.84699401877358e-74
ENSG00000181467	1.309	3.10841278291807e-43
ENSG00000181617	8.222	6.2879901230126e-89
ENSG00000181631	3.745	2.51654246150877e-113
ENSG00000181634	1.386	3.50395878540914e-38
ENSG00000181649	1.282	1.83866688209095e-17
ENSG00000181656	2.769	8.6614257313506e-21
ENSG00000181817	1.208	2.82745264711524e-40
ENSG00000181847	3.882	4.48842502352449e-111
ENSG00000181896	1.47	1.07161184867511e-76
ENSG00000182010	1.124	1.17743534911514e-13
ENSG00000182117	1.019	4.03479186129938e-38
ENSG00000182134	1.006	1.83077211163916e-35
ENSG00000182156	1.158	0.00601118096448806
ENSG00000182162	3.329	2.69316111341432e-101
ENSG00000182179	1.38	5.32455117856709e-53
ENSG00000182333	1.352	0.000151570326525026
ENSG00000182393	3.047	9.03521726594904e-11
ENSG00000182450	3.626	1.01604255683365e-54
ENSG00000182459	1.242	0.0025004111914534
ENSG00000182481	1.365	3.8230823390107e-72
ENSG00000182566	1.477	1.29380634449912e-11
ENSG00000182578	1.45	1.2847399323786e-42
ENSG00000182585	3.121	1.14222526199742e-45
ENSG00000182782	1.591	1.21919085467094e-41
ENSG00000182866	3.724	1.36374855679734e-137
ENSG00000182885	2.109	7.95189602051658e-31
ENSG00000183019	3.874	3.45183988956805e-32
ENSG00000183023	1.455	2.29163516132591e-29
ENSG00000183150	1.322	1.77510829114438e-16
ENSG00000183246	1.964	0.000302174880771908
ENSG00000183307	2.447	2.81799562505396e-72
ENSG00000183311	1.499	1.76659772402799e-05
ENSG00000183347	1.18	9.26822701255317e-18
ENSG00000183484	3.278	1.09810270887525e-87
ENSG00000183486	4.09	3.7089661344439e-112
ENSG00000183508	1.857	6.11657961307087e-64
ENSG00000183542	2.878	3.95320276245704e-24
ENSG00000183570	1.202	2.81738047621008e-44
ENSG00000183615	1.492	2.89865773954069e-23
ENSG00000183625	1.77	5.03274086079908e-31
ENSG00000183662	2.158	1.42235505380438e-13
ENSG00000183684	1.116	1.1087074424632e-44
ENSG00000183688	1.189	7.07926363531171e-36
ENSG00000183696	2.828	3.11168479473455e-74
ENSG00000183709	3.79	8.24814821497163e-12
ENSG00000183734	1.135	1.76488933056468e-16
ENSG00000183741	1.22	1.59914675547811e-44
ENSG00000183813	2.471	3.89745515428112e-65
ENSG00000183840	2.114	9.04167804145976e-39
ENSG00000183918	4.193	2.93835931591611e-121
ENSG00000184007	1.137	1.33778033800052e-69
ENSG00000184009	1.14	1.36219572552847e-63
ENSG00000184014	1.589	3.0982963651312e-55
ENSG00000184060	1.082	5.82249345579016e-36
ENSG00000184164	1.415	4.68080123480487e-69
ENSG00000184182	1.64	1.08491734633666e-55
ENSG00000184254	1.197	7.93087725877519e-14
ENSG00000184260	1.433	3.16008194261742e-11
ENSG00000184330	5.362	5.66693314143237e-61
ENSG00000184371	2.157	8.4346421892347e-96
ENSG00000184378	1.249	3.03948589008985e-30
ENSG00000184557	5.087	4.12953969411787e-204
ENSG00000184584	2.295	2.58113531189802e-113
ENSG00000184588	2.529	2.12388715426707e-69
ENSG00000184730	2.686	5.28788782833175e-83
ENSG00000184922	2.677	2.16967388969591e-104
ENSG00000184979	3.824	6.04370337092313e-88
ENSG00000184988	2.544	1.30987919654959e-88
ENSG00000185043	1.379	5.81119795324016e-38
ENSG00000185201	2.128	1.31582847509281e-73
ENSG00000185215	2.248	2.13953956949413e-69
ENSG00000185272	1.3	1.47926864844524e-19
ENSG00000185291	1.591	2.08329406434913e-42
ENSG00000185338	4.972	1.94038871877096e-130
ENSG00000185339	2.255	2.43099349385626e-46
ENSG00000185386	1.34	1.48010585786112e-42
ENSG00000185404	2.384	1.16343245645772e-136
ENSG00000185477	2.869	3.35420410168382e-70
ENSG00000185479	2.521	4.79001815749546e-22
ENSG00000185482	1.786	5.6931966634397e-39
ENSG00000185499	2.294	3.73207834945835e-51
ENSG00000185507	4.01	2.01661335561822e-60
ENSG00000185527	1.585	6.44238215836683e-17
ENSG00000185627	1.032	2.33620279761836e-46
ENSG00000185651	1.149	1.12875362506332e-59
ENSG00000185669	2.144	2.19452720874448e-47
ENSG00000185686	2.734	9.0570424180019e-11
ENSG00000185697	2.397	2.35274117606562e-47
ENSG00000185745	3.532	2.96930583007502e-67
ENSG00000185753	1.517	1.2134132082277e-92
ENSG00000185811	3.323	3.54554692609062e-120
ENSG00000185862	1.861	1.63191648954373e-50
ENSG00000185880	1.205	8.41256093428627e-44
ENSG00000185885	3.783	2.27230497124641e-159
ENSG00000185897	3.629	7.77298691034534e-28
ENSG00000185905	2.841	1.9380672959854e-125
ENSG00000185947	2.924	4.21090972558451e-77
ENSG00000185962	2.545	8.39178455954031e-12
ENSG00000186074	4.138	6.27097409539333e-76
ENSG00000186088	1.467	1.24130155306268e-37
ENSG00000186197	1.276	1.35883128680785e-45
ENSG00000186265	2.674	5.69025132724116e-64
ENSG00000186407	3.744	5.99695444120507e-75
ENSG00000186431	2.477	2.24560745134212e-10
ENSG00000186470	1.582	1.07311527645916e-55
ENSG00000186517	2.317	1.82135983223595e-92
ENSG00000186583	2.586	2.34015527056579e-16
ENSG00000186665	1.932	1.29485920058545e-52
ENSG00000186714	1.9	7.58986134436749e-11
ENSG00000186810	4.116	9.28771708348636e-122
ENSG00000186818	5.109	5.3546233966854e-80
ENSG00000186827	4.862	3.39158333876146e-97
ENSG00000186832	4.974	5.13981184587688e-88
ENSG00000186854	1.975	9.26522987433178e-73
ENSG00000187037	2.386	7.05833572250095e-45
ENSG00000187116	7.172	2.90060070025823e-103
ENSG00000187210	3.002	1.46940224027532e-78
ENSG00000187239	1.389	5.01153274697263e-51
ENSG00000187474	2.995	7.79983221880443e-69
ENSG00000187498	1.884	3.1383109627001e-59
ENSG00000187510	4.854	3.20391416105127e-37
ENSG00000187513	2.472	3.712934137682e-86
ENSG00000187608	5.517	4.95039933410465e-106
ENSG00000187688	2.575	6.19623797506233e-108
ENSG00000187726	1.085	9.35563834799258e-11
ENSG00000187764	1.051	4.90672811958074e-38
ENSG00000187796	1.023	6.4707937656076e-12
ENSG00000187808	2.234	1.8945665481041e-39
ENSG00000187840	1.046	6.64846582715034e-20
ENSG00000187848	2.974	5.02644457391894e-19
ENSG00000187862	2.643	6.73641644444623e-51
ENSG00000188011	2.939	1.56526195026772e-14
ENSG00000188037	2.075	3.18520049358973e-21
ENSG00000188042	1.575	6.63639667045198e-47
ENSG00000188056	4.66	8.98828023900401e-20
ENSG00000188219	1.506	0.00331700887605452
ENSG00000188257	2.501	5.63988866064054e-42
ENSG00000188282	5.227	4.16152367210211e-132
ENSG00000188293	1.351	2.20272171646856e-06
ENSG00000188305	1.514	3.2321191980561e-23
ENSG00000188313	4.03	4.27767615152204e-170
ENSG00000188389	3.158	3.27321659923984e-23
ENSG00000188404	4.994	3.60170894940856e-157
ENSG00000188452	2.623	6.00153063628956e-22
ENSG00000188641	1.944	4.5059602260166e-53
ENSG00000188676	3.258	5.5353443445031e-55
ENSG00000188677	1.471	3.92535043371049e-57
ENSG00000188778	1.188	3.98968753108205e-06
ENSG00000188820	7.202	8.90003885820755e-243
ENSG00000188822	1.107	1.13425518147558e-23
ENSG00000188906	1.699	2.10531417515807e-27
ENSG00000188996	1.045	4.81726458779853e-06
ENSG00000189013	1.801	0.00376269871086627
ENSG00000189067	1.798	4.78910824633792e-63
ENSG00000189068	2.789	4.28435060282914e-07
ENSG00000189127	1.032	0.00701315477832224
ENSG00000189159	1.268	1.26739366750949e-38
ENSG00000189377	2.536	4.5928691326197e-34
ENSG00000189410	3.698	4.66506597049545e-30
ENSG00000189430	2.321	9.75003652765293e-06
ENSG00000196092	2.025	1.65084334793295e-35
ENSG00000196101	2.486	3.54911184761431e-07
ENSG00000196116	2.343	2.03286784634059e-61
ENSG00000196126	3.198	1.23111839666337e-22
ENSG00000196136	1.769	5.45153667805202e-22
ENSG00000196169	1.615	2.28632748276749e-51
ENSG00000196209	1.684	3.66162148233834e-24
ENSG00000196329	3.154	4.73191035387013e-120
ENSG00000196371	2.336	1.19153614945252e-73
ENSG00000196396	1.607	1.9490521016985e-49
ENSG00000196405	1.057	1.77879981846673e-52
ENSG00000196511	1.34	1.1760258318641e-53
ENSG00000196549	1.465	4.64015121547823e-13
ENSG00000196562	1.154	1.01887121304132e-32
ENSG00000196604	1.193	0.0120753717442391
ENSG00000196611	4.692	5.98163684218094e-20
ENSG00000196664	2.472	1.34521570983006e-56
ENSG00000196684	4.866	2.16221478904304e-126
ENSG00000196735	3.574	3.33207330829263e-25
ENSG00000196754	1.427	3.41905573430595e-13
ENSG00000196776	1.143	3.81630077078029e-35
ENSG00000196793	1.113	4.49863853797987e-30
ENSG00000196805	2.365	3.10590299200805e-15
ENSG00000196843	2.59	5.50245419040857e-91
ENSG00000196954	2.136	2.49609624639769e-116
ENSG00000197019	1.202	8.39844701408362e-26
ENSG00000197043	1.433	3.56713178389346e-53
ENSG00000197057	3.026	2.75901030376257e-43
ENSG00000197122	1.573	2.62456842733191e-43
ENSG00000197142	2.744	1.4764781185953e-156
ENSG00000197249	5.109	9.71184304374596e-139
ENSG00000197272	6.456	1.75739433551564e-105
ENSG00000197353	1.085	1.0657723707614e-14
ENSG00000197405	1.655	8.08748651509545e-36
ENSG00000197430	2.043	3.6473548068856e-06
ENSG00000197448	1.257	4.38289946490241e-100
ENSG00000197471	2.6	1.13418124897708e-109
ENSG00000197540	3.226	3.16068371855395e-70
ENSG00000197601	1.071	2.3699409764684e-23
ENSG00000197629	2.934	3.1411427848107e-90
ENSG00000197646	3.542	1.41438027813168e-96
ENSG00000197721	5.378	1.94415631523827e-55
ENSG00000197747	1.252	6.04150936912541e-48
ENSG00000197860	1.265	5.73783266150612e-31
ENSG00000197872	2.818	7.6386938861642e-70
ENSG00000197893	1.545	8.08458611207112e-14
ENSG00000197903	1.085	2.07139812319994e-24
ENSG00000197930	1.361	2.63997460974921e-28
ENSG00000197992	2.558	7.38936376138597e-41
ENSG00000198053	1.224	5.44467350561845e-62
ENSG00000198055	1.161	1.52966230096636e-57
ENSG00000198074	3.249	9.92199221722841e-58
ENSG00000198113	2.46	3.95823824317687e-68
ENSG00000198133	2.141	1.60243748920251e-66
ENSG00000198178	2.448	2.87995362266831e-50
ENSG00000198223	3.228	1.07344175769159e-82
ENSG00000198225	1.758	7.51718607180096e-21
ENSG00000198246	1.173	2.46860005643814e-32
ENSG00000198286	4.021	9.82724093756038e-129
ENSG00000198355	1.16	1.30647649452497e-26
ENSG00000198400	4.509	1.3901072770145e-43
ENSG00000198417	1.873	1.67037925619463e-24
ENSG00000198502	3.036	2.27203352108737e-13
ENSG00000198520	2.346	2.69620827795788e-63
ENSG00000198535	1.795	2.28002891178834e-22
ENSG00000198574	3.748	2.20934218943615e-59
ENSG00000198604	1.831	3.31344928585361e-68
ENSG00000198736	1.862	1.46062079673415e-65
ENSG00000198771	2.514	6.43760705726623e-94
ENSG00000198780	1.851	3.14680953776213e-27
ENSG00000198796	1.021	8.98199403680205e-15
ENSG00000198805	2.07	1.18846353633373e-90
ENSG00000198814	2.277	5.68485142892616e-46
ENSG00000198821	4.23	9.08116365271778e-155
ENSG00000198829	3.479	1.42452869766354e-65
ENSG00000198832	1.129	6.77658111119141e-22
ENSG00000198851	4.149	1.49465485577755e-149
ENSG00000198855	1.411	6.09454118791105e-71
ENSG00000198879	2.394	1.22217899733984e-73
ENSG00000198885	1.694	1.41398957509938e-62
ENSG00000198900	1.413	7.03842492340546e-53
ENSG00000198930	3.082	1.71268876917032e-10
ENSG00000198937	1.745	1.8311892276596e-58
ENSG00000198945	1.205	7.56480027882043e-36
ENSG00000198951	1.591	2.57329897983525e-76
ENSG00000198959	5.298	9.81439428698077e-182
ENSG00000203710	1.35	7.42432222888535e-31
ENSG00000203747	4.143	4.87435313339798e-144
ENSG00000203756	1.154	0.00272250142696595
ENSG00000203797	1.069	6.64948728115199e-16
ENSG00000204010	1.621	3.96642738511599e-09
ENSG00000204099	1.458	0.000287715649074545
ENSG00000204161	1.298	3.65086829502451e-29
ENSG00000204165	2.903	6.56756158587096e-55
ENSG00000204193	1.075	0.00619036623247977
ENSG00000204252	1.196	0.000189871952880285
ENSG00000204264	2.684	5.88870230446013e-132
ENSG00000204267	3.61	4.48229478845815e-119
ENSG00000204278	2.096	3.72510192970874e-06
ENSG00000204287	2.679	3.6370914326191e-07
ENSG00000204291	1.255	2.61788723837311e-48
ENSG00000204359	5.562	9.22177284947724e-25
ENSG00000204364	1.464	5.53220840061484e-08
ENSG00000204397	3.082	2.60784671248497e-103
ENSG00000204427	1.298	1.27059201867554e-07
ENSG00000204472	3.211	9.22259107000302e-114
ENSG00000204475	4.763	3.24095127554446e-30
ENSG00000204482	2.694	7.36754994944407e-51
ENSG00000204487	4.876	2.54621978045381e-85
ENSG00000204490	3.828	6.75711553300487e-79
ENSG00000204498	2.223	1.52836397173028e-05
ENSG00000204516	3.309	1.35534008737731e-36
ENSG00000204525	1.71	0.000108866186222968
ENSG00000204577	3.956	8.26438030715143e-45
ENSG00000204610	3.036	4.30632919448911e-11
ENSG00000204613	2.85	1.75799618971344e-23
ENSG00000204614	4.216	2.090163321366e-08
ENSG00000204632	1.977	8.68218369815011e-06
ENSG00000204642	2.313	1.41398087260894e-07
ENSG00000204872	3.791	4.70582194421527e-19
ENSG00000205045	2.058	2.38733485234573e-65
ENSG00000205155	1.223	2.82691670415516e-51
ENSG00000205220	3.704	2.90635847248928e-174
ENSG00000205268	1.063	4.2658381827229e-35
ENSG00000205352	1.43	1.67026709866721e-66
ENSG00000205362	3.489	1.70381139381506e-58
ENSG00000205364	3.208	4.26142086727658e-97
ENSG00000205413	3.745	3.31490774274742e-87
ENSG00000205420	4.66	1.83501214925213e-97
ENSG00000205436	2.355	3.30286770056051e-47
ENSG00000205502	1.594	9.33679026276998e-30
ENSG00000205542	1.724	1.93796947297323e-67
ENSG00000205572	1.205	3.35200366912859e-07
ENSG00000205755	2.069	9.77848978032231e-19
ENSG00000205784	2.993	5.11241406115334e-62
ENSG00000205809	4.628	4.33060075693478e-38
ENSG00000205810	3.466	1.13969308917915e-30
ENSG00000205846	6.867	1.10560489121628e-74
ENSG00000206073	6.001	1.74564594885796e-50
ENSG00000206113	1.104	1.1964136466123e-07
ENSG00000206190	1.774	8.9332468630903e-53
ENSG00000206235	3.396	4.12467007895401e-12
ENSG00000206237	2.813	2.83555338521529e-06
ENSG00000206240	3.013	4.38211985098237e-14
ENSG00000206279	1.259	9.2727864667675e-15
ENSG00000206281	3.326	1.27061324397705e-38
ENSG00000206284	1.18	0.000368794857175753
ENSG00000206291	3.157	2.59136522179498e-22
ENSG00000206292	2.084	1.00009892604533e-07
ENSG00000206297	2.267	1.47232114076917e-47
ENSG00000206298	3.313	1.14649917971739e-102
ENSG00000206299	2.645	8.15823718434537e-08
ENSG00000206302	2.83	1.17558995296724e-06
ENSG00000206305	2.637	5.2645064149908e-06
ENSG00000206306	3.013	4.38211985098237e-14
ENSG00000206308	2.545	9.46619333550237e-10
ENSG00000206314	2.486	1.6280752835169e-17
ENSG00000206340	2.304	8.08859519960839e-11
ENSG00000206372	1.699	1.42172866044422e-16
ENSG00000206379	1.095	4.84529105862293e-12
ENSG00000206394	2.474	1.87079704102262e-35
ENSG00000206428	3.355	3.23867319396919e-83
ENSG00000206430	3.499	1.96538511058422e-21
ENSG00000206433	2.399	4.43520472608651e-18
ENSG00000206435	2.526	5.26896063935389e-14
ENSG00000206437	4.876	2.54621978045381e-85
ENSG00000206439	3.828	6.75711553300487e-79
ENSG00000206450	3.16	6.07395403110384e-21
ENSG00000206452	1.992	2.36668890993425e-07
ENSG00000206468	7.965	1.52438223822851e-41
ENSG00000206480	1.095	4.84529105862293e-12
ENSG00000206486	1.04	0.00972986272529445
ENSG00000206490	1.021	8.35617625931168e-12
ENSG00000206493	1.651	8.22333414003689e-18
ENSG00000206501	1.576	0.00264278916815012
ENSG00000206503	1.81	5.88994230224999e-09
ENSG00000206505	3.073	6.31660262841087e-13
ENSG00000206509	2.517	4.2175143789325e-36
ENSG00000206513	7.821	1.21103367439188e-26
ENSG00000206557	2.21	1.03021392843821e-22
ENSG00000211593	1.733	2.1726117858093e-05
ENSG00000211595	1.113	0.0101575841448386
ENSG00000211596	1.181	0.00613875055547477
ENSG00000211597	2.394	2.37751374497473e-13
ENSG00000211598	1.006	0.000369158664182077
ENSG00000211648	1.289	0.000298967210857293
ENSG00000211667	2.386	1.86737301078754e-05
ENSG00000211688	2.41	4.35371024658654e-09
ENSG00000211689	3.951	2.58208997051458e-54
ENSG00000211692	2.799	1.96629082931695e-12
ENSG00000211694	3.653	9.90646924143458e-52
ENSG00000211695	3.642	1.84215538970832e-38
ENSG00000211696	3.182	2.72430218778551e-30
ENSG00000211697	3.87	7.74169378191925e-36
ENSG00000211698	3.306	8.37128738009124e-43
ENSG00000211699	3.031	3.62140173102737e-39
ENSG00000211701	2.676	2.56866894295898e-14
ENSG00000211706	3.472	6.56439940440095e-26
ENSG00000211710	3.841	1.1281815825326e-34
ENSG00000211714	1.31	0.0158075305510168
ENSG00000211717	1.75	2.20118535526469e-05
ENSG00000211720	2.954	2.7818652278538e-14
ENSG00000211721	3.458	6.29552539188569e-27
ENSG00000211724	2.975	3.28694996584549e-15
ENSG00000211725	3.438	1.55946469776298e-17
ENSG00000211727	4.558	1.70586940519464e-28
ENSG00000211728	3.999	7.05311741355696e-27
ENSG00000211734	3.434	7.45964645949606e-44
ENSG00000211745	3.624	2.56484669656233e-22
ENSG00000211746	3.162	2.47062301717478e-13
ENSG00000211747	3.554	1.88591215309147e-16
ENSG00000211749	3.404	6.12377785235973e-19
ENSG00000211750	1.716	0.00346765919790694
ENSG00000211751	3.572	2.70033358696031e-36
ENSG00000211752	3.713	2.67502169919403e-38
ENSG00000211753	4.279	1.00454984775725e-42
ENSG00000211764	2.774	4.2170226547005e-13
ENSG00000211765	2.735	6.23151832585903e-13
ENSG00000211767	3.208	2.34761369779939e-18
ENSG00000211768	1.187	0.00271407530579597
ENSG00000211769	1.687	3.06501536020874e-05
ENSG00000211770	1.863	4.4142195484748e-06
ENSG00000211771	2.875	3.86868851694422e-14
ENSG00000211772	2.095	0.000238664803059037
ENSG00000211776	4.615	2.80556799183367e-35
ENSG00000211777	3.593	2.09126878006837e-44
ENSG00000211778	3.488	1.6339685248341e-45
ENSG00000211779	3.869	3.34325104038201e-28
ENSG00000211780	3.482	1.74209806043244e-27
ENSG00000211782	3.468	2.73997581409674e-26
ENSG00000211784	3.755	2.50639550561121e-25
ENSG00000211785	3.805	3.60029551677678e-47
ENSG00000211786	3.423	3.83572587207387e-46
ENSG00000211787	3.163	2.03376976980574e-35
ENSG00000211788	3.883	3.21569267616488e-66
ENSG00000211789	4.072	3.15721413887163e-61
ENSG00000211790	3.61	2.11246818793704e-39
ENSG00000211791	3.758	9.54822860852935e-42
ENSG00000211792	4.025	2.0971436409875e-43
ENSG00000211793	3.248	2.75165661987731e-49
ENSG00000211794	3.832	1.00369440815904e-53
ENSG00000211795	3.359	1.12094731170124e-41
ENSG00000211796	3.385	2.33256175682821e-35
ENSG00000211797	3.68	4.94978796082001e-61
ENSG00000211798	2.53	1.78898154442865e-11
ENSG00000211799	4.117	9.21655907033118e-59
ENSG00000211800	3.637	4.42648047656194e-31
ENSG00000211801	3.486	1.52218345785646e-42
ENSG00000211802	3.462	7.27557211870959e-30
ENSG00000211803	3.945	2.03791482552802e-39
ENSG00000211804	3.724	8.00871434419874e-40
ENSG00000211805	3.874	5.46549841399243e-25
ENSG00000211806	3.205	7.71559971107008e-27
ENSG00000211807	4.263	8.61542546470755e-49
ENSG00000211809	2.894	2.35840904824469e-25
ENSG00000211810	3.574	3.69595857420926e-47
ENSG00000211812	3.179	3.36208407228201e-21
ENSG00000211813	2.703	3.59799298968997e-12
ENSG00000211815	3.709	2.11744905420005e-27
ENSG00000211816	3.965	1.42211606417622e-23
ENSG00000211817	3.409	1.51422731691655e-31
ENSG00000211818	3.063	2.62000969546061e-18
ENSG00000211819	2.579	3.14570536428454e-11
ENSG00000211820	3.595	1.12812401417448e-31
ENSG00000211821	6.963	3.67834716340165e-58
ENSG00000211825	3.391	1.15997822932143e-19
ENSG00000211827	2.604	7.08012181109267e-11
ENSG00000211828	2.296	2.07393158768383e-08
ENSG00000211829	4.269	9.06280204728516e-107
ENSG00000211836	1.333	0.000739359338007292
ENSG00000211837	1.982	7.72921610624495e-07
ENSG00000211838	1.129	0.00386103821264838
ENSG00000211840	1.473	0.00038597292782367
ENSG00000211841	1.827	3.40262885703302e-06
ENSG00000211844	1.223	0.00166853268432786
ENSG00000211845	1.352	0.000425455118975788
ENSG00000211847	2.552	1.52646100541163e-10
ENSG00000211849	1.661	2.54553032895171e-05
ENSG00000211851	1.832	2.54053944256406e-06
ENSG00000211855	1.232	0.00161517853986406
ENSG00000211857	1.005	0.0102224069665287
ENSG00000211858	2.752	6.3708127745332e-11
ENSG00000211859	1.153	0.00329325831291787
ENSG00000211862	1.106	0.00318243817245933
ENSG00000211863	1.173	0.00377163495158169
ENSG00000211866	1.6	5.26922040165358e-05
ENSG00000211870	1.889	1.59483473887619e-05
ENSG00000211871	1.34	0.000440557752161352
ENSG00000211876	1.205	0.00282509971463832
ENSG00000211877	1.171	0.00223106773124753
ENSG00000211879	1.817	2.3103394025826e-06
ENSG00000211880	1.479	0.000265263220860553
ENSG00000211883	1.845	1.71072689589817e-06
ENSG00000211884	2.258	1.43751417266341e-08
ENSG00000211885	1.769	1.03204980366176e-05
ENSG00000211886	1.901	4.3227813399901e-07
ENSG00000211887	2.927	1.12066261944297e-12
ENSG00000211888	1.807	2.28550896680708e-06
ENSG00000211893	1.732	9.92646219584499e-08
ENSG00000211896	1.258	6.52562230059468e-05
ENSG00000211897	2.525	1.0690311116868e-12
ENSG00000211898	1.053	1.45474349874552e-05
ENSG00000211899	2.139	1.28690687696897e-22
ENSG00000211935	1.301	7.26282181390914e-06
ENSG00000211956	1.022	0.00325914338842447
ENSG00000211957	2.174	7.04402634575222e-06
ENSG00000213024	1.288	2.40567813043142e-51
ENSG00000213047	2.145	6.78342284954085e-39
ENSG00000213203	1.497	4.76709535413636e-43
ENSG00000213231	1.619	5.58348589096761e-05
ENSG00000213402	3.813	4.9145708476343e-92
ENSG00000213413	3.2	3.71542068546888e-55
ENSG00000213445	1.654	2.45950125171268e-39
ENSG00000213512	4.625	7.38164160839375e-35
ENSG00000213523	1.393	3.298450475838e-55
ENSG00000213654	3.605	1.03872709719546e-115
ENSG00000213658	1.71	3.748163937639e-51
ENSG00000213694	1.717	4.14260724524101e-37
ENSG00000213719	1.104	1.43704535625967e-56
ENSG00000213809	2.784	7.74823525681478e-81
ENSG00000213886	6.163	2.80520228394577e-42
ENSG00000213928	1.746	1.1822342595038e-154
ENSG00000214212	3.627	1.15601913196445e-94
ENSG00000214226	1.1	1.11305774564664e-17
ENSG00000214338	1.154	4.18005535766015e-17
ENSG00000214872	3.319	7.31557419733965e-97
ENSG00000214943	1.695	5.19906088127177e-07
ENSG00000215048	1.741	0.000607906422279073
ENSG00000215113	1.393	0.000165361289045775
ENSG00000215115	1.337	0.000318513826846905
ENSG00000215695	2.233	3.86495963539871e-10
ENSG00000216490	4.449	1.10135254943775e-184
ENSG00000217442	2.059	3.68197956653957e-12
ENSG00000217555	1.714	5.05715191123358e-71
ENSG00000219435	2.053	3.87978603269881e-35
ENSG00000221887	3.436	6.84593083226381e-65
ENSG00000221937	1.19	0.00195162811363279
ENSG00000221963	3.752	7.83983550369556e-218
ENSG00000223448	4.876	2.54621978045381e-85
ENSG00000223481	3.606	1.2082091542522e-19
ENSG00000223493	1.125	7.69066837142853e-06
ENSG00000223531	1.141	5.61488934724868e-06
ENSG00000223532	2.267	1.46764435353755e-14
ENSG00000223609	1.492	5.96819911189723e-08
